Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
Forto,2000000000,6/21/2021,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,593000000,"Cherry Ventures, Northzone Ventures, Global Founders Capital"
HEYTEA,2000000000,7/1/2019,Other,Shenzhen,China,Asia,2012,594000000,"Sequoia Capital China, Tencent Investment, BA Capital"
Kuaikan Manhua,1000000000,12/1/2017,Internet software & services,Beijing,China,Asia,2014,594000000,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings"
Carro,1000000000,6/14/2021,E-commerce & direct-to-consumer,,Singapore,Asia,2015,595000000,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures"
Collibra,5000000000,1/29/2019,Data management & analytics,Brussels,Belgium,Europe,2008,596000000,"Index Ventures, Battery Ventures, ICONIQ Capital"
Hopper,5000000000,3/24/2021,Travel,Montreal,Canada,North America,2007,599000000,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures"
Volocopter,2000000000,3/4/2022,Auto & transportation,Bruchsal,Germany,Europe,2011,599000000,"btov Partners, Geely, Intel Capital"
Wiz,6000000000,3/17/2021,Cybersecurity,Tel Aviv,Israel,Asia,2020,600000000,"Insight Partners, Sequoia Capital, Index Ventures"
BharatPe,3000000000,7/30/2021,Fintech,New Delhi,India,Asia,2018,600000000,"Insight Partners, Sequoia Capital India, BEENEXT"
InFarm,1000000000,12/16/2021,Other,Berlin,Germany,Europe,2013,600000000,"Atomico, Hanaco Venture Capital, TriplePoint Capital"
Scale AI,7000000000,8/5/2019,Artificial intelligence,San Francisco,United States,North America,2018,603000000,"Accel, Y Combinator, Index Ventures"
Dutchie,4000000000,3/16/2021,E-commerce & direct-to-consumer,Bend,United States,North America,2017,603000000,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures"
Dapper Labs,8000000000,3/30/2021,Fintech,Vancouver,Canada,North America,2018,607000000,"Union Square Ventures, Venrock, Andreessen Horowitz"
Uniphore,3000000000,2/16/2022,Artificial Intelligence,Palo Alto,United States,North America,2008,607000000,"Chiratae Ventures, March Capital Partners, National Grid Partners"
The Brandtech Group,1000000000,11/19/2019,Other,New York,United States,North America,2015,610000000,Undisclosed
KK Group,3000000000,10/23/2019,E-commerce & direct-to-consumer,Dongguan,China,Asia,2014,612000000,"Matrix Partners China, Bright Venture Capita, Shenzhen Capital Group"
DealShare,2000000000,1/27/2022,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,612000000,"Alpha Wave Global, Matrix Partners India, Tiger Global Management"
Houzz,4000000000,9/30/2014,E-commerce & direct-to-consumer,Palo Alto,United States,North America,2008,614000000,"New Enterprise Associates, Sequoia Capital, Comcast Ventures"
Keep,2000000000,5/19/2020,Mobile & telecommunications,Beijing,China,Asia,2014,614000000,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital"
Zwift,1000000000,9/16/2020,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,620000000,"Novator Partners, True, Causeway Media Partners"
TERMINUS Technology,1000000000,10/25/2018,Hardware,Beijing,China,Asia,2015,623000000,"China Everbright Limited, IDG Capital, iFLYTEK"
Trader Interactive,2000000000,5/12/2021,Other,Norfolk,United States,North America,2017,624000000,Carsales
SpotOn,3000000000,5/26/2021,Fintech,San Francisco,United States,North America,2017,628000000,"Dragoneer Investment Group, DST Global, Franklin Templeton"
Nuvemshop,3000000000,8/17/2021,E-commerce & direct-to-consumer,Sao Paulo,Brazil,South America,2011,628000000,"Kaszek Ventures, Qualcomm Ventures, Accel"
Deel,6000000000,4/21/2021,Fintech,San Francisco,United States,North America,2018,629000000,"Andreessen Horowitz, Spark Capital, Y Combinator"
Orca Security,1000000000,3/23/2021,Cybersecurity,Portland,United States,North America,2019,632000000,"YL Ventures, Redpoint Ventures, GGV Capital"
Cockroach Labs,5000000000,1/12/2021,Data management & analytics,New York,United States,North America,2015,633000000,"Google Ventures, Benchmark, FirstMark Capital"
InSightec,1000000000,3/6/2020,Health,Tirat Carmel,Israel,Asia,1999,633000000,"York Capital Management, GE Healthcare, Koch Disruptive Technologies"
PolicyBazaar,2000000000,5/6/2019,Fintech,Gurgaon,India,Asia,2008,634000000,"Info Edge, Softbank Capital"
Claroty,2000000000,6/17/2021,Cybersecurity,New York,United States,North America,2015,640000000,"Bessemer Venture Partners, MoreVC, Team8"
Apeel Sciences,2000000000,5/26/2020,Other,Goleta,United States,North America,2012,640000000,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz"
Highspot,4000000000,2/22/2021,Internet software & services,Seattle,United States,North America,2013,643000000,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures"
Socure,5000000000,3/16/2021,Cybersecurity,New York,United States,North America,2012,644000000,"Two Sigma Ventures, Flint Capital, Commerce Ventures"
Black Unicorn Factory,6000000000,5/20/2021,Other,Los Angeles,United States,North America,2020,645000000,Barter Ventures
Dataiku,5000000000,12/4/2019,Internet software & services,New York,United States,North America,2013,647000000,"Alven Capital, FirstMark Capital, capitalG"
Kuaigou Dache,1000000000,7/13/2018,"Supply chain, logistics, & delivery",Tianjin,China,Asia,2014,650000000,"Sequoia Capital China, InnoVision Capital, Qianhai Fund of Funds"
Mofang Living,1000000000,4/13/2016,E-commerce & direct-to-consumer,Shanghai,China,Asia,2009,650000000,"Warburg Pincus, Aviation Industry Corporation of China"
ZEPZ,5000000000,8/23/2021,Fintech,London,United Kingdom,Europe,2010,655000000,"Accel, Technology Crossover Ventures, LeapFrog Investments"
Newlink Group,1000000000,7/10/2020,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,655000000,"JOY Capital, NIO Capital, Blueflame Capital"
GetYourGuide,1000000000,5/16/2019,Travel,Berlin,Germany,Europe,2009,656000000,"Spark Capital, Highland Europe, Sunstone Capital"
Noom,4000000000,5/24/2021,Health,New York,United States,North America,2006,657000000,"Qualcomm Ventures, Samsung Ventures, Silver Lake"
Avant,2000000000,12/17/2012,Artificial intelligence,Chicago,United States,North America,2012,658000000,"RRE Ventures, Tiger Global, August Capital"
Yipin Shengxian,1000000000,3/11/2019,E-commerce & direct-to-consumer,Hefei,China,Asia,2017,658000000,"Eastern Bell Capital, Capital Today, Longzhu Capital"
Ramp,8000000000,3/29/2021,Fintech,New York,United States,North America,2019,660000000,"D1 Capital Partners, Stripe, Coatue Management"
ConsenSys,7000000000,11/17/2021,Fintech,New York,United States,North America,2014,660000000,"Third Point, Electric Capital, Coinbase Ventures"
Cohesity,3000000000,6/11/2018,Data management & analytics,San Jose,United States,North America,2013,660000000,"SoftBank Group, Sequoia Capital, Wing Venture Capital"
Trumid,1000000000,7/15/2020,Fintech,New York,United States,North America,2014,660000000,"T. Rowe Price, Dragoneer Investment Group, BlackRock"
Vestiaire Collective,2000000000,3/1/2021,E-commerce & direct-to-consumer,Paris,France,Europe,2009,663000000,"Eurazeo, IDInvest Partners, Balderton Capital"
ThoughtSpot,4000000000,5/8/2018,Internet software & services,Sunnyvale,United States,North America,2012,664000000,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital"
PsiQuantum,3000000000,7/27/2021,Hardware,Palo Alto,United States,North America,2016,665000000,"Playground Global, M12, BlackRock"
CureFit,1000000000,11/10/2021,Health,Bengaluru,India,Asia,2016,665000000,"Chiratae Ventures, Accel, Kalaari Capital"
Convoy,3000000000,9/21/2018,"Supply chain, logistics, & delivery",Seattle,United States,North America,2015,666000000,"Greylock Partners, capitalG, Y Combinator"
Branch,4000000000,9/10/2018,Mobile & telecommunications,Redwood City,United States,North America,2014,667000000,"New Enterprise Associates, Pear, Cowboy Ventures"
Addepar,2000000000,6/15/2021,Fintech,Mountain View,United States,North America,2009,676000000,"8VC, D1 Capital Partners, Sway Ventures"
Klaviyo,9000000000,11/17/2020,Internet software & services,Boston,United States,North America,2012,679000000,"Summit Partners, Accel, Astral Capital"
Graphcore,3000000000,12/18/2018,Artificial intelligence,Bristol,United Kingdom,Europe,2016,682000000,"Dell Technologies Capital, Pitango Venture Capital, Amadeus Capital Partners"
Carbon,2000000000,8/20/2015,Hardware,Redwood City,United States,North America,2013,682000000,"Google Ventures, Sequoia Capital, Wakefield Group"
Dxy.cn,1000000000,4/10/2018,Health,Hangzhou,China,Asia,2000,682000000,"Tencent Holdings, DCM Ventures"
GoStudent,3000000000,6/22/2021,Edtech,Vienna,Austria,Europe,2017,685000000,"DN Capital, Left Lane Capital, Coatue Management"
Fractal Analytics,1000000000,1/5/2022,Data management & analytics,Mumbai,India,Asia,2000,685000000,"TPG Capital, Apax Partners, TA Associates"
Gusto,10000000000,12/18/2015,Fintech,San Francisco,United States,North America,2011,691000000,"General Catalyst Partners, Google Ventures, Kleiner Perkins Caufield & Byers"
Anduril,5000000000,9/11/2019,Artificial intelligence,Irvine,United States,North America,2017,691000000,"Andreessen Horowitz, Founders Fund, Revolution Ventures"
BGL Group,2000000000,11/24/2017,Fintech,Peterborough,United Kingdom,Europe,1992,696000000,CPP Investment Board
Banma Network Technologies,1000000000,9/13/2018,Auto & transportation,Shanghai,China,Asia,2015,697000000,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital"
Thumbtack,3000000000,9/29/2015,E-commerce & direct-to-consumer,San Francisco,United States,North America,2008,698000000,"Tiger Global, Sequoia Capital, Google Capital"
EQRx,1000000000,1/11/2021,Health,Cambridge,United States,North America,2020,700000000,"Nextech Invest, Casdin Capital, Google Ventures"
Qonto,5000000000,1/11/2022,Fintech,Paris,France,Europe,2016,704000000,"Alven Capital, Valar Ventures, Tencent Holdings"
ManoMano,3000000000,7/5/2021,E-commerce & direct-to-consumer,Paris,France,Europe,2013,706000000,"General Atlantic, Piton Capital, Partech Partners"
G7 Networks,2000000000,2/15/2022,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,710000000,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners"
Circle,3000000000,5/15/2018,Fintech,Boston,United States,North America,2013,711000000,"General Catalyst, Digital Currency Group, Accel"
Cybereason,3000000000,8/6/2019,Cybersecurity,Boston,United States,North America,2012,714000000,"SoftBank Group, CRV, Spark Capital"
Hesai Tech,2000000000,8/1/2020,Artificial intelligence,Shanghai,China,Asia,2013,717000000,"Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners"
Collective Health,2000000000,6/17/2019,Fintech,San Francisco,United States,North America,2013,719000000,"New Enterprise Associates, Founders Fund, Google Ventures"
Cerebras Systems,4000000000,11/14/2018,Hardware,Los Altos,United States,North America,2016,720000000,"Benchmark, Foundation Capital, Sequoia Capital"
Neon,1000000000,2/14/2022,Fintech,Sao Paulo,Brazil,South America,2016,720000000,"Propel Venture Partners, Monashees+, BBVA"
Genki Forest,15000000000,3/1/2020,Consumer & retail,Beijing,China,Asia,2016,721000000,"Sequoia Capital China, Longfor Capitalm, Gaorong Capital"
Plume,3000000000,2/23/2021,Internet software & services,Palo Alto,United States,North America,2015,722000000,"Insight Partners, Jackson Square Ventures, Liberty Gloval Ventures"
Workrise,3000000000,9/30/2019,Internet software & services,Austin,United States,North America,2014,722000000,"Founders Fund, Quantum Energy Partners, Bedrock Capital"
Klook,1000000000,8/7/2018,Travel,Central,Hong Kong,Asia,2014,722000000,"Sequoia Capital China, Goldman Sachs, Matrix Partners China"
FiveTran,6000000000,6/30/2020,Data management & analytics,Oakland,United States,North America,2012,728000000,"Matrix Partners, Andreessen Horowitz, General Catalyst"
iCapital Network,6000000000,7/27/2021,Fintech,New York,United States,North America,2013,729000000,"BlackRock, Blackstone, UBS"
Sysdig,3000000000,4/28/2021,Cybersecurity,San Francisco,United States,North America,2013,730000000,"Accel, Bain Capital Ventures, Insight Partners"
Plaid,13000000000,12/11/2018,Fintech,San Francisco,United States,North America,2012,734000000,"New Enterprise Associates, Spar Capital, Index Ventures"
OfBusiness,5000000000,7/31/2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2015,734000000,"Matrix Partners India, Falcon Edge Capital, SoftBank Group"
Cava Group,1000000000,4/27/2021,Other,Washington,United States,North America,2010,738000000,"SWaN & Legend Ventures, Revolution Growth, Invus Group"
Sorare,4000000000,9/21/2021,E-commerce & direct-to-consumer,Paris,France,Europe,2019,739000000,"Benchmark, Accel, SoftBank Group"
Razorpay,8000000000,10/11/2020,Fintech,Bengaluru,India,Asia,2013,742000000,"Sequoia Capital India, Tiger Global Management, Matrix Partners India"
Cao Cao Mobility,2000000000,1/17/2018,Auto & transportation,Hangzhou,China,Asia,2015,744000000,"People Electrical Appliance Group China, Zhongrong International Trust"
Improbable,2000000000,5/11/2017,Other,London,United Kingdom,Europe,2012,754000000,"Andreessen Horowitz, SoftBank Group, Temasek Holdings"
QuintoAndar,5000000000,9/9/2019,E-commerce & direct-to-consumer,Campinas,Brazil,South America,2012,755000000,"Kaszek Ventures, General Atlantic, SoftBank Group"
TuJia,2000000000,6/17/2015,Travel,Beijing,China,Asia,2011,755000000,"GGV Capital, QiMing Venture Partnersl"
Ola Electric Mobility,5000000000,7/2/2019,Auto & transportation,Bengaluru,India,Asia,2019,761000000,"SoftBank Group, Tiger Global Management, Matrix Partners India"
Medlinker,4000000000,7/31/2018,Health,Chengdu,China,Asia,2014,761000000,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China"
Bitmain,12000000000,7/6/2018,Hardware,Beijing,China,Asia,2015,765000000,"Coatue Management, Sequoia Capital China, IDG Capital"
SellerX,2000000000,12/9/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2020,766000000,"Cherry Ventures, Felix Capital, 83North"
Xinchao Media,2000000000,4/9/2018,Internet software & services,Chengdu,China,Asia,2007,768000000,"JD.com, Baidu, Vision Plus Capital"
Rapyd,15000000000,12/3/2019,Fintech,London,United Kingdom,Europe,2016,770000000,"Target Global, General Catalyst, Durable Capital Partners"
Niantic,9000000000,11/24/2017,Mobile & telecommunications,San Francisco,United States,North America,2015,770000000,"Nintendo, Google, Pokemon Company International, Spark Capital"
Kurly,3000000000,7/9/2021,"Supply chain, logistics, & delivery",Seoul,South Korea,Asia,2014,770000000,"Sequoia Capital China, DST Global, DST Global"
Tanium,9000000000,3/31/2015,Cybersecurity,Kirkland,United States,North America,2007,775000000,"Andreessen Horowitz, Nor-Cal Invest, TPG Growth"
Yixia,3000000000,11/24/2015,Mobile & telecommunications,Beijing,China,Asia,2011,775000000,"Sequoia Capital China, Sina Weibo, Kleiner Perkins Caufield & Byers, Redpoint Ventures"
Cross River Bank,3000000000,2/11/2022,Fintech,Fort Lee,United States,North America,2008,775000000,"Battery Ventures, Andreessen Horowitz, Ribbit Capital"
Lenskart,4000000000,12/20/2019,E-commerce & direct-to-consumer,Faridabad,India,Asia,2008,776000000,"Chiratae Ventures, PremjiInvest, Softbank"
Via,3000000000,3/30/2020,Auto & transportation,New York,United States,North America,2012,777000000,"83North, RiverPark Ventures, Pitango Venture Capital"
XtalPi,2000000000,8/11/2021,Artificial intelligence,Shenzhen,China,Asia,2014,786000000,"Tencent Holdings, 5Y Capital, Sequoia Capital China"
Mininglamp Technology,1000000000,3/27/2019,Artificial intelligence,Beijing,China,Asia,2014,787000000,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China"
Loft,3000000000,1/3/2020,E-commerce & direct-to-consumer,Sao Paulo,Brazil,South America,2018,788000000,"Monashees+, Andreessen Horowitz, QED Investors"
Unacademy,3000000000,9/2/2020,Edtech,Bengaluru,India,Asia,2015,789000000,"Blume Ventures, Nexus Venture Partners, Sequoia Capital India"
Starling Bank,2000000000,3/8/2021,Fintech,London,United Kingdom,Europe,2014,791000000,"JTC Group, Qatar Investment Authority, Fidelity Investment"
Redwood Materials,4000000000,7/28/2021,Other,Carson City,United States,North America,2017,792000000,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners"
Harry's,2000000000,2/16/2018,Consumer & retail,New York,United States,North America,2013,792000000,"Thrive Capital, Tiger Global Management, Temasek"
AIWAYS,2000000000,4/16/2018,Auto & transportation,Shanghai,China,Asia,2017,792000000,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology"
Zopa,1000000000,10/19/2021,Fintech,London,United Kingdom,Europe,2005,792000000,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures"
Biosplice Therapeutics,12000000000,8/6/2018,Health,San Diego,United States,North America,2008,799000000,"Vickers Venture Partners, IKEA GreenTech"
GoodLeap,12000000000,10/13/2021,Internet software & services,Roseville,United States,North America,2003,800000000,"New Enterprise Associates, BDT Capital Partners, Davidson Kempner Capital Management"
Yiguo,1000000000,11/9/2016,"Supply chain, logistics, & delivery",Shanghai,China,Asia,2005,800000000,"Alibaba Group, KKR, Goldman Sachs"
Berlin Brands Group,1000000000,9/1/2021,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,800000000,"Ardian, Bain Capital"
Heyday,1000000000,11/16/2021,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,800000000,"Khosla Ventures,General Catalyst, Victory Park Capital"
Airwallex,6000000000,3/25/2019,Fintech,Melbourne,Australia,Oceania,2015,802000000,"DST Global, Sequoia Capital China, Tencent Holdings"
RELEX Solutions,6000000000,2/17/2022,"Supply chain, logistics, & delivery",Helsinki,Finland,Europe,2005,803000000,"Blackstone, Technology Crossover Ventures, Summit Partners"
ContentSquare,3000000000,5/25/2021,Internet software & services,Paris,France,Europe,2012,812000000,"Highland Europe, Eurazeo, Canaan Partners"
Doctolib,6000000000,3/19/2019,Health,Paris,France,Europe,2013,815000000,"BPI France, Kerala Ventures, Accel"
Project44,3000000000,6/1/2021,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,818000000,"Emergence Capital Partners, 8VC, Chicago Ventures"
Tempus,8000000000,3/21/2018,Health,Chicago,United States,North America,2015,820000000,"New Enterprise Associates, T. Rowe Associates, Lightbank"
Creditas,5000000000,12/18/2020,Fintech,Sao Paulo,Brazil,South America,2012,824000000,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital"
Hinge Health,6000000000,1/6/2021,Health,San Francisco,United States,North America,2015,826000000,"Atomico, Insight Partners, Coatue Management"
Gett,2000000000,5/24/2016,Auto & transportation,London,United Kingdom,Europe,2010,828000000,"Volkswagen, Access Industries, Vostok New Ventures"
Toss,7000000000,12/9/2018,Fintech,Seoul,South Korea,Asia,2013,844000000,"Bessemer Venture Partners, Qualcomm Ventures, Kleiner Perkins Caufield & Byers"
Automation Anywhere,7000000000,7/2/2018,Artificial intelligence,San Jose,United States,North America,2003,849000000,"General Atlantic, Goldman Sachs, New Enterprise Associates"
Olive,4000000000,12/1/2020,Internet software & services,Columbus,United States,North America,2012,856000000,"Drive Capital, General Catalyst, Ascension Ventures"
Automattic,3000000000,5/27/2013,Internet software & services,San Francisco,United States,North America,2005,859000000,"Insight Venture Partners, Lowercase Capital, Polaris Partners"
Tradeshift,2000000000,5/30/2018,Fintech,San Francisco,United States,North America,2009,861000000,"Notion Capital, Scentan Ventures, Kite Ventures"
Attentive,7000000000,9/23/2020,Mobile & telecommunications,Hoboken,United States,North America,2016,863000000,"NextView Ventures, Eniac Ventures, Sequoia Capital"
Celsius Network,4000000000,10/12/2021,Fintech,Hoboken,United States,North America,2017,864000000,"WestCap Group, Caisse de depot et placement du Quebec"
Weee!,4000000000,3/16/2021,"Supply chain, logistics, & delivery",Fremont,United States,North America,2015,864000000,"Goodwater Capital, iFly, XVC Venture Capital"
DailyHunt,5000000000,12/22/2020,Internet software & services,Bengaluru,India,Asia,2007,869000000,"Falcon Edge Capital, Omidyar Network, Sequoia Capital India"
Farmers Business Network,4000000000,8/3/2020,Other,San Carlos,United States,North America,2014,870000000,"Blackrock, Kleiner Perkins Caulfield & Byers, Google Ventures"
WeLab,1000000000,11/8/2017,Fintech,,Hong Kong,Asia,2013,871000000,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund"
Tuhu,1000000000,9/15/2018,Auto & transportation,Shanghai,China,Asia,2011,875000000,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon"
Sila Nanotechnologies,3000000000,4/16/2019,Other,Alameda,United States,North America,2011,880000000,"Bessemer Venture Partners, Sutter Hill Ventures, Matrix Partners"
Next Insurance,4000000000,10/7/2019,Fintech,Palo Alto,United States,North America,2016,881000000,"Zeev Ventures, Ribbit Capital, TLV Partners"
Cityblock Health,6000000000,12/10/2020,Health,Brooklyn,United States,North America,2017,891000000,"Thrive Capital, Maverick Ventures, Redpoint Ventures"
Jobandtalent,2000000000,12/1/2021,Internet software & services,Madrid,Spain,Europe,2009,902000000,"Kibo Ventures, SoftBank Group, Atomico"
Pine Labs,5000000000,1/24/2020,Fintech,Noida,India,Asia,1998,903000000,"Sequoia Capital India, Temasek, PayPal Ventures"
Lyra Health,6000000000,8/25/2020,Health,Burlingame,United States,North America,2015,910000000,"Greylock Partners, Venrock, Providence Ventures"
Forte Labs,1000000000,5/12/2021,Fintech,San Francisco,United States,North America,2018,910000000,"Iris Capital, Accel, Elaia Partners"
TripActions,7000000000,11/8/2018,Travel,Palo Alto,United States,North America,2015,912000000,"Andreessen Horowitz, Lightspeed Venture Partners, Zeev Ventures"
Xiaohongshu,20000000000,3/31/2016,E-commerce & direct-to-consumer,Shanghai,China,Asia,2013,918000000,"GGV Capital, ZhenFund, Tencent"
wefox,3000000000,3/5/2019,Fintech,Berlin,Germany,Europe,2014,919000000,"Salesforce Ventures, Seedcamp, OMERS Ventures"
1Password,7000000000,7/8/2021,Cybersecurity,Toronto,Canada,North America,2005,920000000,"Slack Fund, Accel, Skip Capital"
CRED,7000000000,4/6/2021,Fintech,Bengaluru,India,Asia,2018,922000000,"Tiger Global Management, DST Global, Sequoia Capital India"
OneTrust,5000000000,7/11/2019,Internet software & services,Atlanta,United States,North America,2016,926000000,Insight Partners
Mollie,6000000000,9/8/2020,Fintech,Amsterdam,Netherlands,Europe,2004,928000000,Technology Crossover Ventures
Meizu Technology,5000000000,7/23/2014,Hardware,Zhuhai,China,Asia,2003,943000000,"Telling Telecommunication Holding Co., Alibaba Group"
UBTECH Robotics,5000000000,7/25/2016,Hardware,Shenzhen,China,Asia,2012,943000000,"CDH Investments, Goldstone Investments, Qiming Venture Partners"
Carzone,2000000000,3/1/2019,E-commerce & direct-to-consumer,Jiangsu,China,Asia,1995,946000000,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital"
Miaoshou Doctor,1000000000,6/27/2019,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,947000000,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings"
Mirakl,4000000000,9/22/2020,E-commerce & direct-to-consumer,Paris,France,Europe,2011,948000000,"Elaia Partners, 83North, Felix Capital"
Xingyun Group,2000000000,9/24/2020,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2015,950000000,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings"
CMR Surgical,3000000000,9/17/2019,Health,Cambridge,United Kingdom,Europe,2014,975000000,"Cambridge Innovation Capital, LGT Capital Partners, Escala Capital"
Ninja Van,2000000000,9/27/2021,"Supply chain, logistics, & delivery",,Singapore,Asia,2014,975000000,"B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution"
Discord,15000000000,4/20/2018,Internet software & services,San Francisco,United States,North America,2012,979000000,"Benchmark, Greylock Partners, Tencent Holdings"
Varo Bank,3000000000,9/9/2021,Fintech,San Francisco,United States,North America,2015,987000000,"Warburg Pincus, The Rise Fund, HarbourVest Partners"
Zhuan Zhuan,1000000000,4/18/2017,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,990000000,"58.com, Tencent Holdings"
Trade Republic,5000000000,5/20/2021,Fintech,Berlin,Germany,Europe,2015,996000000,"Founders Fund, Accel, Creandum"
Scopely,3000000000,10/29/2019,Mobile & telecommunications,Culver City,United States,North America,2011,999000000,"Greycroft, Sands Capital, Revolution Growth"
Faire,12000000000,10/30/2019,Artificial intelligence,San Francisco,United States,North America,2017,1000000000,"Khosla Ventures, Forerunner Ventures, Sequoia Capital"
Airtable,12000000000,11/15/2018,Internet software & services,San Francisco,United States,North America,2013,1000000000,"Caffeinated Capital, CRV, Founder Collective"
Brex,12000000000,10/5/2018,Fintech,San Francisco,United States,North America,2017,1000000000,"DST Global, Ribbit Capital, Greenoaks Capital Management"
Bolt,11000000000,5/29/2018,Auto & transportation,Tallinn,Estonia,Europe,2013,1000000000,"Didi Chuxing, Diamler, TMT Investments"
Bolt,11000000000,10/8/2021,Fintech,San Francisco,United States,North America,2014,1000000000,"Activant Capital, Tribe Capital, General Atlantic"
Celonis,11000000000,6/26/2018,Data management & analytics,Munich,Germany,Europe,2011,1000000000,"Accel, 83North"
ServiceTitan,10000000000,11/14/2018,Internet software & services,Glendale,United States,North America,2012,1000000000,"Bessemer Venture Partners, ICONIQ Capital, Battery Ventures"
Digital Currency Group,10000000000,11/1/2021,Fintech,New York,United States,North America,2015,1000000000,"Ribbit Capital, capitalG, Softbank Group"
reddit,10000000000,7/31/2017,Internet software & services,San Francisco,United States,North America,2005,1000000000,"Y Combinator, Sequoia Capital, Coatue Management"
Pony.ai,9000000000,7/11/2018,Artificial intelligence,Fremont,United States,North America,2016,1000000000,"Sequoia Capital China, IDG Capital, DCM Ventures"
Snyk,9000000000,1/21/2020,Cybersecurity,Boston,United States,North America,2015,1000000000,"BOLDstart Ventures, Google Ventures, Accel"
Netskope,8000000000,11/13/2018,Cybersecurity,Santa Clara,United States,North America,2012,1000000000,"Lightspeed Venture Partners, Social Capital, Accel"
Hopin,8000000000,11/10/2020,Internet software & services,London,United Kingdom,Europe,2019,1000000000,"Accel, Northzone Ventures, Institutional Venture Partners"
Caris Life Sciences,8000000000,5/12/2021,Health,Irving,United States,North America,1996,1000000000,"Sixth Street Partners, OrbiMed Advisors, Highland Capital Management"
Fireblocks,8000000000,7/27/2021,Fintech,New York,United States,North America,2018,1000000000,"Tenaya Capital, Coatue Management, Stripes Group"
Meicai,7000000000,6/22/2016,Mobile & telecommunications,Beijing,China,Asia,2014,1000000000,"Tiger Global Management, Blue Lake Capital, ZhenFund"
Carta,7000000000,5/6/2019,Fintech,San Francisco,United States,North America,2012,1000000000,"Menlo Ventures, Spark Capital, Union Square Ventures"
Ro,7000000000,7/27/2020,Health,New York,United States,North America,2017,1000000000,"Initialized Capital, General Catalyst, SignalFire"
WeDoctor,6000000000,9/22/2015,Health,Hangzhou,China,Asia,2010,1000000000,"Tencent, Morningside Group"
Back Market,6000000000,5/18/2021,E-commerce & direct-to-consumer,Paris,France,Europe,2014,1000000000,"Aglae Ventures, Eurazeo, Daphni"
DataRobot,6000000000,7/29/2019,Artificial intelligence,Boston,United States,North America,2012,1000000000,"New Enterprise Associates, Accomplice, IA Ventures"
Vice Media,6000000000,4/2/2011,Internet software & services,Brooklyn,United States,North America,1994,1000000000,"Technology Crossover Ventures, A&E Television Networks"
Lianjia,6000000000,4/7/2016,E-commerce & direct-to-consumer,Beijing,China,Asia,2001,1000000000,"Tencent, Baidu, Huasheng Capital"
Meesho,5000000000,4/5/2021,Internet software & services,Bengaluru,India,Asia,2015,1000000000,"Venture Highway, Sequoia Capital India, Prosus Ventures"
Monzo,5000000000,10/31/2018,Fintech,London,United Kingdom,Europe,2015,1000000000,"Passion Capital, Thrive Capital, Orange Digital Ventures"
VIPKid,5000000000,8/4/2016,Edtech,Beijing,China,Asia,2013,1000000000,"Sequoia Capital China, Tencent Holdings, Sinovation Ventures"
Chipone,5000000000,12/16/2021,Hardware,Beijing,China,Asia,2008,1000000000,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment"
SambaNova Systems,5000000000,4/13/2021,Data management & analytics,Palo Alto,United States,North America,2017,1000000000,"Walden International, Google Ventures, Intel Capital"
